
---------REQUEST START---------
URL: https://humb.apple.com/humbug/baa
METHOD: POST
User-Agent: macOS Device Activator (MobileActivation-723.80.3) - KeyRecoveryAssistant (OIC)
Content-Type: application/xml
Content-Length: 17295
BODY: 
<?xml version="1.0" encoding="UTF-8"?>
<!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
<plist version="1.0">
<dict>
	<key>RKCertification</key>
	U1d1Wm1jZVdycXR6OEpYQ0dmUll6bWExclZ3RzNvcTdQWHNjRFBwVUgydlVqeGRGendR
	WnZsUQoJZWN6U3R2aFB2MC9KNFZuNkN3UmFsQ3BDdWpzSmcrVEFkVmZSVUR0cEF3andD
	WC9Lak5hWkNUNjJlVWlFZEE9PQoJPC9kYXRhPgoJPGtleT5SS1NpZ25pbmdQdWI8L2tl
	eT4KCTxkYXRhPgoJQk5mWWpna2UvTzlkRjlHeEZRV2xucmlOdXB1L0I0OXMvOWwzVnk3
	MDJ4aEFnZXJCcU9BOStNMDFieWlUR2NsMDIrbHMKCWR0c1pnZ3NyTUNnT3VHTWN4VWM9
	Cgk8L2RhdGE+Cgk8a2V5PlNJS1B1Yjwva2V5PgoJPGRhdGE+CglCTHg0M2tFOXkyYmNF
	T3BOU2RNZVhnY2VDM3NDM01LTE5uVmJMSnhrUTFMMWd2WHFEeUR0T3FGZE9IdFZEVFNZ
	cW45YwoJdGFvQ0wrcVplbGpNblFCN3VUWT0KCTwvZGF0YT4KCTxrZXk+U2VjdXJpdHlE
	b21haW48L2tleT4KCTxpbnRlZ2VyPjE8L2ludGVnZXI+Cgk8a2V5PlNlcmlhbE51bWJl
	cjwva2V5PgoJPHN0cmluZz5QOTNSNlZYMUpMPC9zdHJpbmc+Cgk8a2V5PlVuaXF1ZUNo
	aXBJRDwva2V5PgoJPGludGVnZXI+MTEzMDczNjI4NzcxMTI2MjwvaW50ZWdlcj4KCTxr
	ZXk+VmFsaWRpdHk8L2tleT4KCTxpbnRlZ2VyPjI4ODA8L2ludGVnZXI+Cgk8a2V5PnNj
	cnRBdHRlc3RhdGlvbjwva2V5PgoJPGludGVnZXI+MDwvaW50ZWdlcj4KPC9kaWN0Pgo8
	L3BsaXN0Pgo=
	</data>
	<key>RKPropertiesSignature</key>
	<data>
	MEUCIDIzJyi54eHIPnjE1d8esnkBa3Dt9Q3DgsFX3ii9F9pmAiEAghqDofkB/EuWLqfP
	BSWShABZFr+273gBrZOFSbX4Iss=
	</data>
	<key>RKSigning</key>
	<data>
	MIIEqwIBAjCCBKQEIP4C3sqQtP1S2hwBZzCoHcsoH2xNu5c+a4Q45oJ1MKF3BEEE1Z0E
	lTFJUzWhJOIn2P9/RmxcIICg/sC35/DYIHA36GIFvFHExIr60XwfwHHXnAshCAC/yTGR
	k20CB+6a7cPRywQQayXOmAZSG1fnFy/Wj6B/pwQQiFTx4rW58KNJIDlJbbHjgQSCBBd7
	c8R8tnjogSHploZxzufaWrLFZ+b6EnkwcqTdwFeMeqPO5telWQ8mR8ilBuXNMdQrXxo/
	cE6H8Kz0rPljnE9gDJ0gJGTtsC3xVXvM6xBGIdYWSI+yMf9SjqyAK/zT0P9FnO7htjLV
	N4x6Oz2Al6j/5hrNm+bReCBzhYO4Vos2Y6Kfz72CyL4QuoR3u43hPuM+zNrg0NMVf9jF
	/H2KyXSHvvNk6M9KghAQViKPx94ICF6KzSSmcJhDqpSV4PdvytOcCxgwVs6s6wEUHqAR
	Xxa9kzGkwfmvGjC+Dn9U9v+lFHpSLBNc3xnvHJ64Hv8pbWU6sbj4yawE8HJF2D6aQgCU
	9g3ySNPY768cHWqZD/802WJMBJnKStHdCS7kWZvtoQTrqRkHEFCeUJXgzwMEJ7Swo3aW
	5MqJeXVBHK1gj6whiiDm2Lvg66fc4SrFjM9eZh4UvJI29FJr97adwBFdyiAn0ECZ9HWU
	cVxjT7O1eEb8LHUJcJ6ZVntkwyaKKbeT24/1RcE2ut3iy9mrgnydpWgYRTiaiB9R7xOB
	/NhmnRZa8gU8AzzmA+DohL+OK9OMTNsAvZpydKL3L8nB4lcRZtF0/3KcU0n5DLawam2w
	xakc09fNOWvCtRpUMbv2Ur5pCtuouxtLJTQlCZAQAcPtVQJ3MuChCwWuAsR1ZnbWSWjp
	Pi1rvYlXi9U7YbfdOKTR0U6lJLTPQfgIs0VBLjlZxxfX9vYIwSWT8UYoN1H7MBW2PIjs
	IaT6G0iN1Ydsm0slBNvhVovZLOMubXs/R8REQcCw3qbuPt8rnr/sXdmCcrkRzunLBXCD
	PYowmobrpw1bk8pF1gtmmH4y1DzOP3i2Ieohytj/WN4U2SOcxE4agUczumpEWGhj8+8H
	C6NNNpVXTTtboJ5/C+bnefxW1hwI1rNJ0HgRLe1EoZ0vkUGW0+VSeFhgS5bWKUDGAw0d
	LP5EEs+3CwOLySuFJfKg+FerdYZjlALUJOlsVNXNbDU59XmWSaj4Y4WKRF+dlZOO0IFQ
	kS8gkCXC1r4Y64wqpOyIRxLTIpNZAIBnaY6tv1hyzvGopNHsnM2siwtDJhTLnUygZ8vJ
	aqTv1ugH+qwNodz14JplfuExuu2/AEzPQnxBxFyHKFtJfiiYcrJWyP0iAjyI2DOkv3MW
	j/f/MeR1dNfFNnL1GvBkQje0d9sYh+3WJNeXqdFrqpndvepu/rlT76XveIu384VC9wiR
	M8lIaaFNRJgFZcHZiYKcuY3dLVZYK1RWhwOS09kWha1bFVNaFmR0gZsiGw38t74Tm7Oq
	DaIB5QENKFDBEfLDlKOLCxFDUb/10qJUM/CfW9rtbO4lINU5Wp/q0xjl/5w5uy5OUVFq
	CluHuwr3GOQDgvurv1tczy9AvcSoBkGKJ/o=
	</data>
	<key>RKSigningPub</key>
	<data>
	BNfYjgke/O9dF9GxFQWlnriNupu/B49s/9l3Vy702xhAgerBqOA9+M01byiTGcl02+ls
	dtsZggsrMCgOuGMcxUc=
	</data>
</dict>
</plist>

----------REQUEST END----------
